Results Overview
Recurrence rate (REC) (%):,35.9562,34.3689,41.7764,39.2616,37.8830,39.6026,42.4986,41.1556,39.7817,40.6305,40.5402,38.8636,38.6651,40.7935,39.1176,38.8034,40.2460,42.3181,38.9894,36.0432,34.4416,32.3901,33.6026,30.8462,30.4581,33.3884,34.0399,31.7828,29.2186,31.0918,31.2319,29.1358,42.7901,40.1490,37.2903,41.3225,36.7822,31.7776,33.7054,37.0801,38.5258
Determinism (DET) (%):,99.1711,98.8163,99.4183,99.4079,99.3710,99.2680,99.3286,99.3145,99.0843,99.2536,99.2671,99.2468,99.1778,99.3114,99.3468,99.3743,99.2350,99.3509,98.9840,99.1632,99.0618,99.1162,99.1234,98.6858,98.6313,98.8210,98.7131,98.7452,98.5608,98.5765,98.7656,98.5309,99.3615,99.2600,99.1908,99.2918,99.1557,98.9740,99.0736,99.0000,99.1349
Shannon entropy:,3.2188,3.1139,3.4420,3.3236,3.3027,3.2989,3.4539,3.4031,3.4613,3.4116,3.4504,3.3487,3.3532,3.4683,3.4099,3.3773,3.3792,3.4376,3.3164,3.2132,3.1142,3.1218,3.2259,3.0122,3.1346,3.2843,3.2423,3.1149,2.9861,3.0262,3.0390,2.9904,3.4994,3.3968,3.2828,3.4566,3.2446,3.0600,3.1422,3.1847,3.1922
Multiscale entropy (MSE for scales 1-20)
MSE(1):,1.2521,1.2626,1.1885,1.1586,1.1534,1.2465,1.2512,1.2627,1.3890,1.4028,1.3908,1.2433,1.3416,1.2752,1.2290,1.1693,1.1372,1.1022,1.2369,1.2938,1.2489,1.2626,1.2122,1.1422,1.1641,1.2221,1.2523,1.3583,1.4521,1.4360,1.3560,1.4233,1.1473,1.1068,1.1368,1.1405,1.1657,1.2276,1.1707,1.2310,1.2044
MSE(2):,1.6680,1.6546,1.5809,1.5700,1.5357,1.5962,1.6009,1.5144,1.7257,1.8173,1.8581,1.5672,1.7808,1.6169,1.4276,1.4682,1.5233,1.4465,1.4904,1.5642,1.4659,1.4604,1.4748,1.4611,1.4861,1.4797,1.6319,1.8749,2.1036,1.9406,1.7905,1.8626,1.6244,1.6603,1.4647,1.4176,1.4599,1.6769,1.3924,1.8016,1.4994
MSE(3):,1.7244,1.7837,1.4936,2.1106,2.1598,1.8318,1.8295,1.4645,1.7756,1.6288,1.7454,1.6239,1.8856,1.7088,1.7948,1.7683,1.6572,1.5543,1.6823,1.6384,1.6273,1.8210,1.5569,1.4504,1.5220,1.3438,1.4626,1.4058,1.5134,1.7163,1.8184,1.8973,1.8747,1.8275,1.5854,1.4911,1.6856,1.8595,1.5931,1.5469,1.5512
MSE(4):,1.8079,1.8652,1.7164,1.6268,1.8199,1.7474,1.4022,1.6313,1.6223,1.8271,1.6919,1.7446,1.5385,1.7400,1.8159,1.6245,1.9236,1.6247,1.8448,1.8627,2.0348,1.7311,1.4449,1.6557,1.7506,1.3954,1.2962,1.7815,1.8237,2.1501,1.8569,2.4349,2.0231,1.8558,1.9000,1.6781,1.8164,1.7085,1.6625,2.7382,1.9034
MSE(5):,2.0342,2.4981,1.2252,1.6979,1.8442,1.8695,1.6374,1.8622,1.7944,1.3113,1.6468,1.4765,1.3729,1.5083,1.8175,1.4532,2.0031,1.9530,1.7017,2.5118,2.5975,2.0046,1.6725,1.7787,1.7800,1.9187,1.5822,1.9461,1.9003,2.1854,1.9583,1.8182,2.1129,1.5067,1.6872,1.5384,1.9027,2.6350,2.3142,1.8527,2.3238
MSE(6):,2.6531,1.3860,1.5074,1.3400,1.8175,2.0211,1.7061,1.5916,1.3140,1.5129,1.1855,1.7915,1.5575,1.3829,1.7726,1.5298,1.7198,1.6499,2.0952,2.4518,1.8133,1.3538,1.2404,1.3538,1.3327,1.2202,1.7995,2.5691,1.8759,1.7340,3.4933,3.2991,1.8578,1.8277,1.6799,1.1907,1.6121,2.6060,1.5009,1.8302,2.1861
MSE(7):,1.6041,1.8330,1.6126,1.6063,1.9980,1.8482,1.4035,1.5336,1.6659,1.3475,1.5016,1.7361,1.9265,1.5008,1.2557,1.6344,1.7796,1.5260,1.6659,1.8439,1.9672,1.4660,1.1013,1.5713,1.5153,1.7865,1.1533,1.4745,2.0398,2.0653,2.1206,1.8330,1.4198,1.4951,1.1398,1.1111,1.7529,1.1204,1.5087,1.3009,2.8515
MSE(8):,1.7478,1.6778,1.3413,1.1823,2.2904,1.2078,1.7129,1.3832,1.5645,1.3413,1.0350,1.1490,1.2543,1.4356,1.3964,0.9095,1.3209,1.4490,1.8378,2.2823,1.3731,1.8019,1.2873,1.4601,1.3423,1.5655,1.0407,1.7742,1.0835,2.3529,0.9245,2.1523,1.0547,1.2280,1.5306,1.2901,1.5237,1.5973,1.6897,1.6598,1.5927
MSE(9):,2.2193,1.2844,1.2616,1.4253,1.4098,1.2556,1.4898,1.3604,1.2964,1.5786,0.8996,1.4253,1.1926,0.9487,1.1112,1.1376,1.2951,1.1780,1.2711,1.4310,1.3616,1.7142,1.3087,1.0492,1.5088,1.0810,1.7411,1.3950,1.3897,1.5588,2.1088,1.5180,1.3357,1.3963,1.0843,1.4347,1.2785,1.7072,1.7130,1.2179,2.1088
MSE(10):,1.3070,1.3300,1.0963,0.9051,1.3546,1.2315,1.6783,1.1964,1.3300,0.9182,0.8310,1.0423,0.8175,0.6659,0.9858,0.9180,1.1258,1.5313,0.8599,2.0539,1.6484,1.4767,1.3315,1.0712,1.3856,1.7354,1.1964,1.3283,1.7682,1.7354,1.6783,1.4100,1.5859,0.8279,1.8155,1.0423,0.9653,1.2874,2.1409,2.0231,1.5192
MSE(11):,1.0836,1.6877,0.8033,0.9016,1.7283,1.5235,1.4769,0.6703,0.9145,1.0624,0.8886,1.0371,0.8215,1.0029,1.1092,0.6487,0.5179,1.0029,1.0997,0.8294,1.3248,0.7494,1.1085,1.2294,1.9195,1.3854,1.0977,1.4246,1.1221,1.2864,1.7283,1.4626,1.5479,0.9339,0.6804,1.1016,1.0371,1.6857,0.8794,1.7302,1.0734
MSE(12):,1.0716,1.2821,1.1261,1.5126,1.4081,1.0636,1.0308,0.8411,0.9130,1.3985,1.3459,0.8260,1.2590,0.8789,0.8535,1.0504,0.9375,0.8317,1.1560,1.4239,2.1294,NaN,0.8398,1.1178,1.1486,0.8920,1.2932,1.2108,1.6790,1.2028,1.1218,1.1109,0.8665,1.3875,0.6836,0.8877,1.3673,0.8950,0.9130,1.2131,1.1218
MSE(13):,0.8301,1.1285,0.9462,0.8541,1.3108,1.8216,1.0595,0.4353,1.0451,1.2124,0.9444,0.9119,0.8408,0.8755,1.3108,0.8321,0.6867,1.0451,1.4286,1.2124,1.0259,0.8967,0.6927,1.1212,1.3136,1.2623,1.1773,0.9149,0.9462,1.8216,1.3459,0.8274,0.7847,1.2744,1.2055,1.0838,0.9053,1.0451,1.2124,1.7963,1.3909
MSE(14):,0.6278,1.9978,0.8628,1.3534,1.8279,2.0584,0.7987,0.5650,0.8212,1.3736,0.7581,0.5895,0.5400,0.8191,0.6330,0.7657,1.9978,0.8798,0.7728,0.8346,1.1743,1.3566,1.0530,1.0202,0.9170,0.6407,1.1314,0.8834,0.7367,1.9333,0.6805,0.8992,0.9598,0.6306,0.9400,0.7416,0.4889,1.3397,1.2305,1.8155,0.8878
MSE(15):,0.6621,1.0898,1.0898,1.1151,1.5205,1.8570,1.1990,0.8157,1.3618,1.2104,0.7693,0.8830,1.4152,0.9720,0.4576,0.3166,0.6309,0.9697,0.6843,1.1313,0.8312,0.6803,0.4657,0.4410,0.5519,0.5079,1.0935,1.1639,0.9144,0.9096,0.5058,0.9096,0.8640,0.8224,0.5776,0.4784,0.7452,0.7378,0.9758,1.0097,0.6451
MSE(16):,0.9630,1.0965,0.6691,0.6954,0.8233,1.1391,0.4889,0.5488,0.9186,1.1879,1.2933,0.8974,0.9717,0.4313,0.7732,0.6496,0.9269,1.0056,0.4983,0.8452,1.3733,0.5734,1.1597,0.3488,NaN,1.3539,0.6742,0.5077,1.2420,1.0521,1.0856,1.1437,0.5637,0.8233,1.1597,0.7179,0.7543,1.1799,1.2062,0.9529,0.7019
MSE(17):,0.6203,0.4070,0.7357,0.6776,0.8137,0.5906,0.5299,0.7133,0.5490,0.7497,0.5215,1.0476,0.4953,1.0259,0.5004,0.6937,0.6213,0.8019,0.6419,0.9009,1.2374,0.7779,1.2887,0.8032,1.3577,0.7848,0.8407,0.7018,0.9472,1.1967,0.7337,1.4015,1.1552,0.8053,0.9009,0.6697,0.5592,0.9389,1.0284,0.6909,0.7674
MSE(18):,0.7337,1.1648,0.5568,1.1648,0.7028,0.9905,0.2283,0.3883,1.0445,1.1797,0.5231,0.7028,0.9333,0.3926,0.3883,0.9479,1.6836,1.9713,1.3582,0.8727,0.7576,1.0324,1.0761,0.7303,0.7624,1.0368,0.9215,0.9527,1.0619,0.8082,1.2782,0.6391,0.6904,0.8234,1.2041,0.9905,0.5850,0.6904,0.7569,0.8474,0.6140
MSE(19):,0.7067,0.8020,0.6197,1.1850,1.2720,0.5194,0.6062,0.5507,0.5323,0.7612,0.9466,0.8301,0.7330,0.6329,0.3768,0.6548,0.4610,0.5788,0.6329,1.1095,1.1666,1.0370,0.8082,0.3461,0.3324,0.5547,0.5047,0.8301,0.6166,0.6529,0.9843,0.6966,0.6035,0.5994,0.5217,0.9355,1.3898,0.7330,0.8412,0.6529,0.9355
MSE(20):,0.4939,0.6773,0.3116,0.7950,0.8438,1.1780,1.3257,0.2119,0.4467,1.9582,0.4433,0.5719,0.8596,0.6442,0.6145,0.5719,0.4568,0.8103,0.2842,0.5719,1.1597,0.8471,1.3128,0.6166,0.6529,0.4795,0.5719,0.7478,2.3637,0.6897,0.7542,0.6260,0.7390,0.9396,0.4288,0.6997,0.4665,0.3896,0.6672,1.3828,NaN
